effort,satisfaction,time,req_1,req_2,req_3,req_4,req_5,req_6,req_7,req_8,req_9,req_10,req_11,req_12,req_13,req_14,req_15,req_16,req_17,req_18,req_19,req_20,req_21,req_22,req_23,req_24,req_25,req_26,req_27,req_28,req_29,req_30,req_31,req_32,req_33,req_34,req_35,req_36,req_37,req_38,req_39,req_40,req_41,req_42,id,productivity,squandering,response,opportunity,stcov_cv1,stcov_cv2,stcov_cv3,stcov_cv4
212,1388.0,1328.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11,6.547169811320755,0.8503881439661256,6.264150943396227,1.0451807228915662,0.19327731092436976,0.21686746987951808,0.23333333333333334,0.22021660649819494
215,1441.0,1368.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,12,6.702325581395349,0.8482709950599859,6.362790697674418,1.0533625730994152,0.19747899159663865,0.22088353413654618,0.24545454545454545,0.23104693140794225
225,1636.4,1336.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,13,7.27288888888889,0.8412138320395202,5.937777777777778,1.2248502994011976,0.19747899159663865,0.20883534136546184,0.24545454545454545,0.22382671480144403
228,1544.0,1475.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14,6.771929824561403,0.8390966831333804,6.469298245614035,1.046779661016949,0.2184873949579832,0.23694779116465864,0.2606060606060606,0.24187725631768953
273,1572.0,1433.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,5.758241758241758,0.8073394495412844,5.249084249084249,1.0969993021632938,0.2184873949579832,0.30120481927710846,0.2696969696969697,0.22382671480144403
275,1687.4,1405.0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,16,6.136,0.8059280169371913,5.109090909090909,1.200996441281139,0.20588235294117646,0.2248995983935743,0.24545454545454545,0.23465703971119134
278,1740.4,1445.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,17,6.2604316546762595,0.8038108680310515,5.197841726618705,1.2044290657439447,0.21008403361344538,0.2289156626506024,0.25757575757575757,0.24548736462093862
281,1648.0,1584.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,18,5.864768683274021,0.8016937191249118,5.637010676156583,1.0404040404040404,0.23109243697478993,0.2570281124497992,0.2727272727272727,0.26353790613718414
291,1843.4,1552.0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,19,6.334707903780069,0.7946365561044461,5.333333333333333,1.1877577319587629,0.23109243697478993,0.24497991967871485,0.2727272727272727,0.2563176895306859
292,1728.0,1580.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,5.917808219178082,0.7939308398023994,5.410958904109589,1.0936708860759494,0.24369747899159663,0.321285140562249,0.296969696969697,0.24548736462093862
299,1740.0,1611.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,5.8193979933110365,0.7889908256880734,5.3879598662207355,1.080074487895717,0.25210084033613445,0.3132530120481928,0.296969696969697,0.24548736462093862
303,1765.0,1624.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,5.8250825082508255,0.7861679604798871,5.35973597359736,1.0868226600985222,0.24789915966386555,0.321285140562249,0.296969696969697,0.259927797833935
306,1797.0,1658.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23,5.872549019607843,0.7840508115737473,5.4183006535947715,1.0838359469240049,0.2647058823529412,0.3654618473895582,0.3,0.23826714801444043
308,1884.0,1727.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,6.116883116883117,0.7826393789696542,5.607142857142857,1.0909090909090908,0.2689075630252101,0.3413654618473896,0.3242424242424242,0.26714801444043323
316,1986.0,1724.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,25,6.284810126582278,0.7769936485532816,5.455696202531645,1.1519721577726219,0.2689075630252101,0.357429718875502,0.3242424242424242,0.24548736462093862
320,1868.0,1743.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,5.8375,0.7741707833450953,5.446875,1.0717154331612162,0.3025210084033613,0.3333333333333333,0.3,0.24548736462093862
322,1955.0,1807.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,27,6.071428571428571,0.7727593507410021,5.611801242236025,1.0819037078029883,0.28991596638655465,0.36947791164658633,0.32727272727272727,0.26714801444043323
327,1960.0,1794.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,28,5.99388379204893,0.7692307692307693,5.486238532110092,1.0925306577480491,0.2815126050420168,0.3534136546184739,0.32727272727272727,0.2851985559566787
329,1967.0,1838.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29,5.9787234042553195,0.7678193366266761,5.586626139817629,1.0701849836779107,0.29831932773109243,0.3614457831325301,0.32727272727272727,0.26714801444043323
332,2144.0,1873.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,30,6.457831325301205,0.7657021877205363,5.641566265060241,1.1446876668446342,0.29411764705882354,0.3614457831325301,0.3515151515151515,0.2743682310469314
338,2111.0,1954.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31,6.245562130177515,0.7614678899082569,5.781065088757397,1.0803480040941658,0.31512605042016806,0.3895582329317269,0.35454545454545455,0.2888086642599278
345,2086.0,1956.0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,32,6.046376811594203,0.7565278757939309,5.6695652173913045,1.0664621676891615,0.31092436974789917,0.39357429718875503,0.3515151515151515,0.2815884476534296
351,2300.0,2020.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,33,6.552706552706553,0.7522935779816514,5.754985754985755,1.1386138613861385,0.31932773109243695,0.3815261044176707,0.3787878787878788,0.296028880866426
361,2242.0,2103.0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,34,6.2105263157894735,0.7452364149611856,5.825484764542936,1.0660960532572517,0.33613445378151263,0.41365461847389556,0.3787878787878788,0.30324909747292417
365,2369.0,2098.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,35,6.49041095890411,0.7424135497529993,5.747945205479452,1.1291706387035272,0.3403361344537815,0.42570281124497994,0.38181818181818183,0.2888086642599278
367,2456.0,2167.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,36,6.692098092643052,0.7410021171489062,5.9046321525885554,1.1333640978311028,0.3445378151260504,0.40160642570281124,0.40606060606060607,0.3176895306859206
380,2318.0,2170.0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,37,6.1,0.7318278052223006,5.7105263157894735,1.0682027649769585,0.3487394957983193,0.42570281124497994,0.38181818181818183,0.3212996389891697
381,2527.0,2247.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,38,6.63254593175853,0.7311220889202541,5.897637795275591,1.1246105919003115,0.36554621848739494,0.42971887550200805,0.4090909090909091,0.3176895306859206
386,2532.0,2234.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,39,6.5595854922279795,0.7275935074100212,5.787564766839378,1.1333930170098478,0.35714285714285715,0.41365461847389556,0.4090909090909091,0.33574007220216606
389,2437.0,2283.0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,40,6.26478149100257,0.7254763585038815,5.868894601542417,1.067455102934735,0.35294117647058826,0.43775100401606426,0.4090909090909091,0.35018050541516244
394,2442.0,2270.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,41,6.197969543147208,0.7219477769936485,5.761421319796955,1.0757709251101322,0.3445378151260504,0.42168674698795183,0.4090909090909091,0.36823104693140796
396,2449.0,2314.0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,42,6.184343434343434,0.7205363443895554,5.843434343434343,1.0583405358686258,0.36134453781512604,0.42971887550200805,0.4090909090909091,0.35018050541516244
397,2683.0,2394.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,43,6.758186397984887,0.7198306280875089,6.030226700251889,1.120718462823726,0.3907563025210084,0.4497991967871486,0.43636363636363634,0.33935018050541516
404,2658.0,2396.0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,44,6.579207920792079,0.7148906139731828,5.930693069306931,1.1093489148580968,0.3865546218487395,0.4538152610441767,0.43333333333333335,0.33212996389891697
405,2593.0,2430.0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,45,6.402469135802469,0.7141848976711362,6.0,1.0670781893004115,0.37815126050420167,0.4578313253012048,0.43636363636363634,0.37184115523465705
413,2695.0,2427.0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,46,6.52542372881356,0.7085391672547636,5.876513317191283,1.1104243922538113,0.37815126050420167,0.4738955823293173,0.43636363636363634,0.35018050541516244
418,2702.0,2416.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,47,6.464114832535885,0.7050105857445307,5.779904306220096,1.1183774834437086,0.3697478991596639,0.44176706827309237,0.43636363636363634,0.37545126353790614
419,2656.9,2457.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,48,6.341050119331743,0.7043048694424842,5.863961813842482,1.0813593813593814,0.3697478991596639,0.4859437751004016,0.43636363636363634,0.38267148014440433
420,2814.0,2543.0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,49,6.7,0.7035991531404375,6.054761904761905,1.1065670467951239,0.4117647058823529,0.4738955823293173,0.46060606060606063,0.35379061371841153
429,2853.0,2576.0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,50,6.65034965034965,0.6972477064220184,6.004662004662005,1.107531055900621,0.40336134453781514,0.4779116465863454,0.4636363636363636,0.37906137184115524
435,2812.9,2604.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,51,6.466436781609196,0.6930134086097389,5.9862068965517246,1.0802227342549924,0.3949579831932773,0.5060240963855421,0.4636363636363636,0.4043321299638989
437,2858.0,2563.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,52,6.540045766590389,0.6916019760056458,5.864988558352403,1.1150994927818962,0.3949579831932773,0.46184738955823296,0.4636363636363636,0.3971119133574007
439,2890.0,2610.0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,53,6.5831435079726655,0.6901905434015526,5.945330296127563,1.10727969348659,0.42436974789915966,0.4859437751004016,0.4636363636363636,0.37184115523465705
441,2835.9,2614.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,54,6.43061224489796,0.6887791107974595,5.927437641723356,1.0848890589135425,0.3949579831932773,0.5140562248995983,0.4696969696969697,0.40794223826714804
443,2914.9,2601.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,55,6.5799097065462755,0.6873676781933663,5.871331828442438,1.1206843521722414,0.3949579831932773,0.5220883534136547,0.4636363636363636,0.38267148014440433
445,2817.9,2634.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,56,6.332359550561798,0.6859562455892732,5.919101123595506,1.0698177676537586,0.3907563025210084,0.5060240963855421,0.4636363636363636,0.41155234657039713
447,2800.0,2646.0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,57,6.263982102908278,0.68454481298518,5.919463087248322,1.0582010582010581,0.4117647058823529,0.4939759036144578,0.4636363636363636,0.4043321299638989
448,3009.0,2723.0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,58,6.716517857142857,0.6838390966831334,6.078125,1.1050312155710613,0.42857142857142855,0.4979919678714859,0.4909090909090909,0.4007220216606498
453,3014.0,2710.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,59,6.653421633554084,0.6803105151729005,5.9823399558498895,1.1121771217712177,0.42016806722689076,0.4819277108433735,0.4909090909090909,0.4187725631768953
454,2961.9,2750.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,60,6.5240088105726874,0.6796047988708539,6.057268722466961,1.0770545454545455,0.40756302521008403,0.5341365461847389,0.4909090909090909,0.4332129963898917
459,3072.9,2750.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,61,6.6947712418300656,0.6760762173606211,5.991285403050109,1.1174181818181819,0.42016806722689076,0.5261044176706827,0.4909090909090909,0.41155234657039713
464,3165.0,2870.0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,62,6.821120689655173,0.6725476358503881,6.185344827586207,1.102787456445993,0.453781512605042,0.5180722891566265,0.5181818181818182,0.4223826714801444
477,3110.9,2881.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,63,6.5218029350104825,0.6633733239237827,6.039832285115304,1.079798681013537,0.42016806722689076,0.5622489959839357,0.5181818181818182,0.4620938628158845
478,3228.9,2897.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,64,6.755020920502092,0.662667607621736,6.060669456066946,1.1145667932343803,0.44537815126050423,0.5461847389558233,0.5181818181818182,0.4332129963898917
481,3258.9,2908.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,65,6.775259875259875,0.6605504587155964,6.045738045738045,1.1206671251719396,0.4579831932773109,0.5461847389558233,0.5242424242424243,0.4296028880866426
483,3241.0,2937.0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,66,6.7101449275362315,0.6591390261115032,6.080745341614906,1.1035069799114743,0.46638655462184875,0.5301204819277109,0.5212121212121212,0.4404332129963899
488,3276.9,2958.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,67,6.7149590163934425,0.6556104446012703,6.061475409836065,1.1078093306288033,0.4495798319327731,0.5582329317269076,0.5363636363636364,0.4332129963898917
491,3294.9,2968.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,68,6.710590631364562,0.6534932956951306,6.044806517311609,1.1101415094339624,0.4495798319327731,0.5502008032128514,0.5424242424242425,0.4404332129963899
491,3297.9,2942.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,69,6.716700610997964,0.6534932956951306,5.991853360488799,1.1209721278042148,0.46218487394957986,0.5542168674698795,0.5303030303030303,0.4368231046931408
494,3384.9,3044.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,70,6.852024291497976,0.6513761467889908,6.161943319838056,1.1119908015768725,0.47058823529411764,0.5662650602409639,0.5454545454545454,0.4548736462093863
500,3407.9,3054.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,71,6.8158,0.6471418489767113,6.108,1.1158808120497707,0.47058823529411764,0.5742971887550201,0.5515151515151515,0.4584837545126354
504,3389.9,3074.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,72,6.725992063492064,0.644318983768525,6.099206349206349,1.102765126870527,0.46638655462184875,0.5662650602409639,0.5454545454545454,0.4620938628158845
506,3372.0,3086.0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,73,6.664031620553359,0.6429075511644319,6.098814229249012,1.0926766040181464,0.48739495798319327,0.5542168674698795,0.5454545454545454,0.4548736462093863
507,3450.9,3115.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,74,6.806508875739645,0.6422018348623854,6.1439842209072975,1.107833065810594,0.47478991596638653,0.570281124497992,0.5696969696969697,0.4620938628158845
507,3453.9,3089.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,75,6.812426035502959,0.6422018348623854,6.092702169625246,1.1181288442861768,0.48739495798319327,0.5742971887550201,0.5575757575757576,0.4584837545126354
513,3533.9,3190.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,76,6.88869395711501,0.6379675370501059,6.218323586744639,1.1078056426332288,0.4831932773109244,0.5943775100401606,0.5727272727272728,0.48375451263537905
523,3556.9,3185.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,77,6.8009560229445505,0.6309103740296401,6.089866156787763,1.1167660910518054,0.4831932773109244,0.6024096385542169,0.5787878787878787,0.48736462093862815
526,3599.9,3261.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,78,6.843916349809886,0.6287932251235003,6.199619771863118,1.1039251763262803,0.48739495798319327,0.5983935742971888,0.5969696969696969,0.49097472924187724
526,3602.9,3235.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,79,6.849619771863118,0.6287932251235003,6.150190114068441,1.113724884080371,0.5,0.6024096385542169,0.5848484848484848,0.48736462093862815
532,3620.9,3272.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,80,6.806203007518797,0.6245589273112209,6.150375939849624,1.1066320293398533,0.49159663865546216,0.5983935742971888,0.5787878787878787,0.5126353790613718
536,3682.9,3321.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,81,6.871082089552239,0.6217360621030346,6.19589552238806,1.1089732008431197,0.4957983193277311,0.6224899598393574,0.6,0.5126353790613718
