satisfaction,effort,time,req_1,req_2,req_3,req_4,req_5,req_6,req_7,req_8,req_9,req_10,req_11,req_12,req_13,req_14,req_15,req_16,req_17,req_18,req_19,req_20,req_21,req_22,req_23,req_24,req_25,req_26,req_27,req_28,req_29,req_30,req_31,req_32,req_33,req_34,req_35,req_36,req_37,req_38,req_39,req_40,req_41,req_42,id,productivity,response,opportunity,scope,squandering,stcov_cv1,stcov_cv2,stcov_cv3,stcov_cv4,score_topsis
5602.5,841,4643.0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,1,258,6.661712247324614,5.520808561236623,1.2066551798406202,0.6666666666666666,0.40649258997882853,0.7142857142853808,0.7911646586334791,0.8181818181813223,0.7472924187721778,0.5632545576565553
5563.5,834,4614.0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,253,6.670863309352518,5.532374100719425,1.2057867360208063,0.6666666666666666,0.4114326040931546,0.7184873949576478,0.7791164658624108,0.781818181817708,0.7581227436819195,0.5629106139776705
5219.9,812,4818.0,1,1,1,0,1,0,1,0,0,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,0,1,239,6.428448275862069,5.933497536945813,1.0834163553341636,0.6666666666666666,0.4269583627381793,0.7310924369744486,0.823293172689661,0.8212121212116235,0.7797833935014029,0.5622404220262741
5507.5,824,4549.0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,247,6.683859223300971,5.520631067961165,1.2107056495933173,0.6666666666666666,0.41848976711362035,0.6932773109240461,0.7710843373483653,0.7969696969692139,0.7472924187721778,0.56179760811105
5228.9,818,4839.0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,0,1,244,6.392298288508557,5.9156479217603914,1.0805744988634014,0.6666666666666666,0.4227240649258998,0.7226890756299147,0.823293172689661,0.81212121212072,0.8014440433208864,0.5616300670278663
5274.9,837,4894.0,1,1,1,0,1,0,1,0,0,0,1,0,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,1,255,6.302150537634408,5.847072879330944,1.0778299959133633,0.6666666666666666,0.40931545518701484,0.7436974789912495,0.8273092369466837,0.8363636363631295,0.7797833935014029,0.560119426675965
5175.9,808,4748.0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,1,235,6.405816831683168,5.876237623762377,1.0901221566975567,0.6666666666666666,0.4297812279463656,0.7100840336131139,0.8192771084326382,0.8151515151510211,0.7870036101078973,0.5599560537277216
5529.7,832,4727.0,1,1,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,251,6.646274038461538,5.681490384615385,1.1698117199069176,0.6428571428571429,0.41284403669724773,0.7142857142853808,0.8032128514045472,0.7999999999995152,0.7617328519851667,0.5588873305077972
5504.7,826,4687.0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,0,1,248,6.664285714285714,5.674334140435835,1.174461275869426,0.6428571428571429,0.4170783345095272,0.7100840336131139,0.7911646586334791,0.7999999999995152,0.7581227436819195,0.5584578960842367
5550.7,838,4738.0,1,1,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,256,6.623747016706444,5.6539379474940334,1.1715280709159983,0.6428571428571429,0.40860973888496827,0.7184873949576478,0.8032128514045472,0.781818181817708,0.7833935018046502,0.5584536729020957
5532.7,832,4701.0,1,1,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,252,6.649879807692307,5.650240384615385,1.176919804296958,0.6428571428571429,0.41284403669724773,0.7268907563021817,0.80722891566157,0.7878787878783103,0.7581227436819195,0.55831614543632
5409.7,809,4593.0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,1,236,6.686897404202719,5.677379480840544,1.177814064881341,0.6428571428571429,0.429075511644319,0.6890756302517791,0.7710843373483653,0.7787878787874069,0.7581227436819195,0.5569493960099929
5391.7,803,4556.0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,232,6.714445828144458,5.673723536737235,1.1834284460052678,0.6428571428571429,0.43330980945659847,0.697478991596313,0.7751004016053881,0.7848484848480092,0.7328519855591888,0.5568210453410574
5451.7,816,4596.0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,1,243,6.681004901960784,5.632352941176471,1.18618363794604,0.6428571428571429,0.42413549752999297,0.697478991596313,0.7871485943764563,0.8030303030298164,0.7436823104689305,0.5567289340248556
5412.7,809,4567.0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,237,6.690605686032138,5.645241038318912,1.1851762645062405,0.6428571428571429,0.429075511644319,0.70168067226858,0.7751004016053881,0.766666666666202,0.7545126353786723,0.556356676318674
5476.5,815,4532.0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,241,6.719631901840491,5.560736196319018,1.2084068843777582,0.6428571428571429,0.42484121383203954,0.7100840336131139,0.7751004016053881,0.7757575757571056,0.7292418772559416,0.5560729127017453
5150.9,799,4773.0,1,1,1,0,1,0,1,0,0,0,1,0,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,0,1,229,6.44668335419274,5.973717146433041,1.0791745233605698,0.6428571428571429,0.4361326746647848,0.7142857142853808,0.8152610441756155,0.8090909090904187,0.7761732851981556,0.5553918745817157
5132.9,793,4736.0,1,1,1,0,1,0,1,0,0,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,0,1,227,6.472761664564943,5.972257250945775,1.0838048986486486,0.6428571428571429,0.44036697247706424,0.7226890756299147,0.8192771084326382,0.8151515151510211,0.750902527075425,0.5552840563214506
5356.7,799,4502.0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,230,6.704255319148936,5.6345431789737175,1.1898489560195469,0.6428571428571429,0.4361326746647848,0.6764705882349783,0.7670682730913426,0.781818181817708,0.7436823104689305,0.5551814774501304
5420.5,805,4467.0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,233,6.733540372670808,5.549068322981366,1.2134542198343408,0.6428571428571429,0.4318983768525053,0.6848739495795122,0.7670682730913426,0.7909090909086116,0.7184115523461999,0.5548929339335118
5441.5,811,4478.0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,238,6.709617755856967,5.52157829839704,1.2151630192050022,0.6428571428571429,0.42766407904022585,0.6890756302517791,0.7670682730913426,0.7727272727268044,0.7400722021656833,0.554461199805508
5037.9,776,4642.0,1,1,1,0,1,0,1,0,0,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,1,214,6.492139175257732,5.981958762886598,1.0852865144334338,0.6428571428571429,0.45236414961185606,0.70168067226858,0.7991967871475245,0.7939393939389128,0.750902527075425,0.5537241289490274
5097.9,789,4682.0,1,1,1,0,1,0,1,0,0,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,1,223,6.461216730038022,5.934093789607098,1.0888295600170865,0.6428571428571429,0.44318983768525055,0.70168067226858,0.8112449799185927,0.81212121212072,0.7617328519851667,0.5536349165655198
5012.9,770,4602.0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,0,1,209,6.51025974025974,5.976623376623377,1.0892872664059103,0.6428571428571429,0.4565984474241355,0.697478991596313,0.7871485943764563,0.7939393939389128,0.7472924187721778,0.5532888166427379
5358.5,801,4418.0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,231,6.689762796504369,5.515605493133583,1.2128791308284292,0.6428571428571429,0.4347212420606916,0.6806722689072453,0.7429718875492062,0.7696969696965033,0.7184115523461999,0.5525239135493574
5463.7,819,4656.0,1,1,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,245,6.671184371184371,5.684981684981685,1.1734750859106529,0.6190476190476191,0.42201834862385323,0.7100840336131139,0.7991967871475245,0.7757575757571056,0.7545126353786723,0.5511367352504465
5225.3,814,4597.0,1,1,1,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,0,1,240,6.419287469287469,5.6474201474201475,1.1366760931041984,0.6428571428571429,0.4255469301340861,0.70168067226858,0.7911646586334791,0.7999999999995152,0.7328519855591888,0.5499272018150321
5428.7,815,4602.0,1,1,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,242,6.660981595092024,5.646625766871166,1.1796392872664059,0.6190476190476191,0.42484121383203954,0.6890756302517791,0.7911646586334791,0.7727272727268044,0.765342960288414,0.5495136692485313
5322.7,790,4511.0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,224,6.73759493670886,5.710126582278481,1.179937929505653,0.6190476190476191,0.442484121383204,0.6806722689072453,0.7670682730913426,0.7727272727268044,0.7292418772559416,0.5494901289221159
5343.7,796,4522.0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,228,6.713190954773869,5.680904522613066,1.1817116320212295,0.6190476190476191,0.4382498235709245,0.6848739495795122,0.7670682730913426,0.7545454545449972,0.750902527075425,0.5490397115511121
5325.7,790,4485.0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,225,6.741392405063291,5.677215189873418,1.1874470457079151,0.6190476190476191,0.442484121383204,0.6932773109240461,0.7710843373483653,0.7606060606055997,0.7256317689526943,0.548880656464625
5063.9,780,4691.0,1,1,1,0,1,0,1,0,0,0,1,0,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,0,1,216,6.492179487179487,6.014102564102564,1.0794926454913665,0.6190476190476191,0.44954128440366975,0.7058823529408469,0.8112449799185927,0.8030303030298164,0.7472924187721778,0.5478285197347631
5287.7,786,4457.0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,219,6.72735368956743,5.6704834605597965,1.1863809737491586,0.6190476190476191,0.4453069865913903,0.6596638655459105,0.7590361445772972,0.7696969696965033,0.7400722021656833,0.5477994311935667
5269.7,780,4420.0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,217,6.756025641025641,5.666666666666667,1.192239819004525,0.6190476190476191,0.44954128440366975,0.6680672268904444,0.7630522088343199,0.7757575757571056,0.7148014440429526,0.5476380194030651
5290.7,786,4431.0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,220,6.731170483460559,5.637404580152672,1.1940194087113518,0.6190476190476191,0.4453069865913903,0.6722689075627114,0.7630522088343199,0.7575757575752985,0.7364620938624361,0.5471908674073755
5354.5,792,4396.0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,226,6.7607323232323235,5.55050505050505,1.218039126478617,0.6190476190476191,0.4410726887791108,0.6806722689072453,0.7630522088343199,0.766666666666202,0.7111913357397054,0.5469465876061816
4968.9,763,4597.0,1,1,1,0,1,0,1,0,0,0,1,0,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,1,199,6.512319790301441,6.024901703800786,1.0809005873395692,0.6190476190476191,0.46153846153846156,0.6848739495795122,0.7911646586334791,0.781818181817708,0.7472924187721778,0.5461653933714682
4950.9,757,4560.0,1,1,1,0,1,0,1,0,0,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,198,6.540158520475561,6.023778071334214,1.0857236842105262,0.6190476190476191,0.46577275935074103,0.6932773109240461,0.7951807228905018,0.7878787878783103,0.7220216606494472,0.5460409668415159
4925.9,751,4520.0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,0,1,195,6.559121171770972,6.018641810918775,1.0898008849557521,0.6190476190476191,0.4700070571630205,0.6890756302517791,0.7831325301194336,0.7878787878783103,0.7184115523461999,0.5455758015671677
4971.9,763,4571.0,1,1,1,0,1,0,1,0,0,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,200,6.516251638269987,5.990825688073395,1.0877050973528768,0.6190476190476191,0.46153846153846156,0.697478991596313,0.7951807228905018,0.7696969696965033,0.7436823104689305,0.5455548562556831
