satisfaction,effort,time,req_1,req_2,req_3,req_4,req_5,req_6,req_7,req_8,req_9,req_10,req_11,req_12,req_13,req_14,req_15,req_16,req_17,req_18,req_19,req_20,req_21,req_22,req_23,req_24,req_25,req_26,req_27,req_28,req_29,req_30,req_31,req_32,req_33,req_34,req_35,req_36,req_37,req_38,req_39,req_40,req_41,req_42,id,productivity,response,opportunity,scope,squandering,stcov_cv1,stcov_cv2,stcov_cv3,stcov_cv4,efficiency_score
5476.5,815,4532.0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,241,6.719631901840491,5.560736196319018,1.2084068843777582,0.6428571428571429,0.42484121383203954,0.7100840336131139,0.7751004016053881,0.7757575757571056,0.7292418772559416,2.844373015221401
5441.5,811,4478.0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,238,6.709617755856967,5.52157829839704,1.2151630192050022,0.6428571428571429,0.42766407904022585,0.6890756302517791,0.7670682730913426,0.7727272727268044,0.7400722021656833,2.841396036655921
5529.7,832,4727.0,1,1,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,251,6.646274038461538,5.681490384615385,1.1698117199069176,0.6428571428571429,0.41284403669724773,0.7142857142853808,0.8032128514045472,0.7999999999995152,0.7617328519851667,2.8335439437745333
5504.7,826,4687.0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,0,1,248,6.664285714285714,5.674334140435835,1.174461275869426,0.6428571428571429,0.4170783345095272,0.7100840336131139,0.7911646586334791,0.7999999999995152,0.7581227436819195,2.815924920316373
5478.7,822,4638.0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,1,246,6.665085158150851,5.642335766423358,1.18126347563605,0.6666666666666666,0.4199011997177135,0.7058823529408469,0.7791164658624108,0.7909090909086116,0.7617328519851667,2.813193857102996
5420.5,805,4467.0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,233,6.733540372670808,5.549068322981366,1.2134542198343408,0.6428571428571429,0.4318983768525053,0.6848739495795122,0.7670682730913426,0.7909090909086116,0.7184115523461999,2.8095827279497727
5451.7,816,4596.0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,1,243,6.681004901960784,5.632352941176471,1.18618363794604,0.6428571428571429,0.42413549752999297,0.697478991596313,0.7871485943764563,0.8030303030298164,0.7436823104689305,2.7967091763220275
5358.5,801,4418.0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,231,6.689762796504369,5.515605493133583,1.2128791308284292,0.6428571428571429,0.4347212420606916,0.6806722689072453,0.7429718875492062,0.7696969696965033,0.7184115523461999,2.790015792830981
5463.7,819,4656.0,1,1,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,245,6.671184371184371,5.684981684981685,1.1734750859106529,0.6190476190476191,0.42201834862385323,0.7100840336131139,0.7991967871475245,0.7757575757571056,0.7545126353786723,2.7806257470491555
5428.7,815,4602.0,1,1,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,242,6.660981595092024,5.646625766871166,1.1796392872664059,0.6190476190476191,0.42484121383203954,0.6890756302517791,0.7911646586334791,0.7727272727268044,0.765342960288414,2.776659252585543
5412.7,809,4567.0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,237,6.690605686032138,5.645241038318912,1.1851762645062405,0.6428571428571429,0.429075511644319,0.70168067226858,0.7751004016053881,0.766666666666202,0.7545126353786723,2.7621624454035243
5354.5,792,4396.0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,226,6.7607323232323235,5.55050505050505,1.218039126478617,0.6190476190476191,0.4410726887791108,0.6806722689072453,0.7630522088343199,0.766666666666202,0.7111913357397054,2.7615383075523203
5409.7,809,4593.0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,1,236,6.686897404202719,5.677379480840544,1.177814064881341,0.6428571428571429,0.429075511644319,0.6890756302517791,0.7710843373483653,0.7787878787874069,0.7581227436819195,2.745004161080362
5292.5,788,4347.0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,222,6.716370558375634,5.516497461928934,1.2175063262019783,0.6190476190476191,0.44389555398729713,0.6764705882349783,0.7389558232921835,0.7454545454540936,0.7111913357397054,2.742776572699846
5391.7,803,4556.0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,232,6.714445828144458,5.673723536737235,1.1834284460052678,0.6428571428571429,0.43330980945659847,0.697478991596313,0.7751004016053881,0.7848484848480092,0.7328519855591888,2.731136983696196
5356.7,799,4502.0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,230,6.704255319148936,5.6345431789737175,1.1898489560195469,0.6428571428571429,0.4361326746647848,0.6764705882349783,0.7670682730913426,0.781818181817708,0.7436823104689305,2.728181182329608
5271.5,782,4336.0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,218,6.741048593350383,5.544757033248082,1.2157518450184501,0.6190476190476191,0.4481298517995766,0.6722689075627114,0.7389558232921835,0.7636363636359008,0.689530685920222,2.7129454557340846
5343.9,850,4939.0,1,1,1,0,1,0,1,0,0,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,1,263,6.286941176470588,5.810588235294118,1.0819801579267057,0.6904761904761905,0.40014114326040934,0.7605042016803172,0.8353413654607291,0.8484848484843343,0.7833935018046502,2.703996267693372
5299.9,846,4869.0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,1,260,6.264657210401891,5.75531914893617,1.0884986650236188,0.6904761904761905,0.40296400846859565,0.7394957983189825,0.8313253012037064,0.8424242424237318,0.7906137184111446,2.701230487457912
5294.9,848,4890.0,1,1,1,0,1,0,1,0,0,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,0,1,262,6.243985849056603,5.7665094339622645,1.08280163599182,0.6904761904761905,0.4015525758645025,0.7605042016803172,0.8353413654607291,0.8484848484843343,0.7581227436819195,2.6965376418284865
5343.7,796,4522.0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,228,6.713190954773869,5.680904522613066,1.1817116320212295,0.6190476190476191,0.4382498235709245,0.6848739495795122,0.7670682730913426,0.7545454545449972,0.750902527075425,2.6964337883640614
5325.7,790,4485.0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,225,6.741392405063291,5.677215189873418,1.1874470457079151,0.6190476190476191,0.442484121383204,0.6932773109240461,0.7710843373483653,0.7606060606055997,0.7256317689526943,2.6835924462011413
5290.7,786,4431.0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,220,6.731170483460559,5.637404580152672,1.1940194087113518,0.6190476190476191,0.4453069865913903,0.6722689075627114,0.7630522088343199,0.7575757575752985,0.7364620938624361,2.6813399400063163
5225.3,814,4597.0,1,1,1,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,0,1,240,6.419287469287469,5.6474201474201475,1.1366760931041984,0.6428571428571429,0.4255469301340861,0.70168067226858,0.7911646586334791,0.7999999999995152,0.7328519855591888,2.6710945670458526
5205.5,769,4265.0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,208,6.769180754226268,5.5461638491547465,1.2205158264947245,0.5952380952380952,0.4573041637261821,0.6680672268904444,0.7349397590351607,0.7393939393934913,0.6823104693137275,2.668936614418248
5322.7,790,4511.0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,224,6.73759493670886,5.710126582278481,1.179937929505653,0.6190476190476191,0.442484121383204,0.6806722689072453,0.7670682730913426,0.7727272727268044,0.7292418772559416,2.6666220831092664
5287.7,786,4457.0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,219,6.72735368956743,5.6704834605597965,1.1863809737491586,0.6190476190476191,0.4453069865913903,0.6596638655459105,0.7590361445772972,0.7696969696965033,0.7400722021656833,2.6641867508756856
5269.7,780,4420.0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,217,6.756025641025641,5.666666666666667,1.192239819004525,0.6190476190476191,0.44954128440366975,0.6680672268904444,0.7630522088343199,0.7757575757571056,0.7148014440429526,2.6521253116631267
5258.7,786,4460.0,1,1,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,221,6.6904580152671755,5.674300254452926,1.1790807174887892,0.5952380952380952,0.4453069865913903,0.6722689075627114,0.7630522088343199,0.7636363636359008,0.7148014440429526,2.6477929899867103
5184.3,807,4566.0,1,1,1,0,1,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,234,6.424163568773235,5.657992565055762,1.135413929040736,0.6190476190476191,0.43048694424841216,0.70168067226858,0.7991967871475245,0.7757575757571056,0.7292418772559416,2.6375107171323324
5274.9,837,4894.0,1,1,1,0,1,0,1,0,0,0,1,0,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,1,255,6.302150537634408,5.847072879330944,1.0778299959133633,0.6666666666666666,0.40931545518701484,0.7436974789912495,0.8273092369466837,0.8363636363631295,0.7797833935014029,2.633250179671096
5297.9,831,4884.0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,0,1,250,6.375330926594464,5.877256317689531,1.0847461097461097,0.6904761904761905,0.4135497529992943,0.7394957983189825,0.8313253012037064,0.8242424242419247,0.8050541516241335,2.6230123507000638
5256.7,777,4440.0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,215,6.765379665379665,5.714285714285714,1.1839414414414413,0.5952380952380952,0.4516584333098095,0.6764705882349783,0.7630522088343199,0.7484848484843949,0.7220216606494472,2.621320347691441
5221.7,773,4386.0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,210,6.755109961190168,5.6739974126778785,1.1905380756953945,0.5952380952380952,0.4544812985179958,0.6554621848736436,0.7550200803202745,0.7454545454540936,0.7328519855591888,2.6195534988515123
5203.7,767,4349.0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,205,6.784485006518905,5.670143415906128,1.1965279374568867,0.5952380952380952,0.45871559633027525,0.6638655462181775,0.7590361445772972,0.7515151515146961,0.7075812274364582,2.608430903656013
5192.7,773,4389.0,1,1,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,211,6.717593790426908,5.677878395860285,1.183116883116883,0.5714285714285714,0.4544812985179958,0.6680672268904444,0.7590361445772972,0.7393939393934913,0.7075812274364582,2.6032245704605947
5200.7,767,4375.0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,204,6.78057366362451,5.704041720990873,1.1887314285714286,0.5952380952380952,0.45871559633027525,0.6512605042013766,0.7550200803202745,0.7636363636359008,0.7111913357397054,2.591434514285714
5141.7,763,4300.0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,202,6.738794233289646,5.6356487549148095,1.1957441860465117,0.5952380952380952,0.46153846153846156,0.6596638655459105,0.7349397590351607,0.7303030303025877,0.7075812274364582,2.590779069767442
5138.7,763,4326.0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,201,6.734862385321101,5.669724770642202,1.1878640776699028,0.5952380952380952,0.46153846153846156,0.6470588235291097,0.730923694778138,0.7424242424237925,0.7111913357397054,2.5737055016181225
5228.9,818,4839.0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,0,1,244,6.392298288508557,5.9156479217603914,1.0805744988634014,0.6666666666666666,0.4227240649258998,0.7226890756299147,0.823293172689661,0.81212121212072,0.8014440433208864,2.55621713671025
