satisfaction,effort,time,req_1,req_2,req_3,req_4,req_5,req_6,req_7,req_8,req_9,req_10,req_11,req_12,req_13,req_14,req_15,req_16,req_17,req_18,req_19,req_20,req_21,req_22,req_23,req_24,req_25,req_26,req_27,req_28,req_29,req_30,req_31,req_32,req_33,req_34,req_35,req_36,req_37,req_38,req_39,req_40,req_41,req_42,id,productivity,response,opportunity,scope,squandering,stcov_cv1,stcov_cv2,stcov_cv3,stcov_cv4,efficiency_score
5219.9,812,4818.0,1,1,1,0,1,0,1,0,0,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,0,1,239,6.428448275862069,5.933497536945813,1.0834163553341636,0.6666666666666666,0.4269583627381793,0.7310924369744486,0.823293172689661,0.8212121212116235,0.7797833935014029,1.5614325068870523
5532.7,832,4701.0,1,1,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,252,6.649879807692307,5.650240384615385,1.176919804296958,0.6428571428571429,0.41284403669724773,0.7268907563021817,0.80722891566157,0.7878787878783103,0.7581227436819195,1.5571428571428572
5529.7,832,4727.0,1,1,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,251,6.646274038461538,5.681490384615385,1.1698117199069176,0.6428571428571429,0.41284403669724773,0.7142857142853808,0.8032128514045472,0.7999999999995152,0.7617328519851667,1.5571428571428572
5175.9,808,4748.0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,1,235,6.405816831683168,5.876237623762377,1.0901221566975567,0.6666666666666666,0.4297812279463656,0.7100840336131139,0.8192771084326382,0.8151515151510211,0.7870036101078973,1.5511767925561026
5504.7,826,4687.0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,0,1,248,6.664285714285714,5.674334140435835,1.174461275869426,0.6428571428571429,0.4170783345095272,0.7100840336131139,0.7911646586334791,0.7999999999995152,0.7581227436819195,1.541334300217549
5451.7,816,4596.0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,1,243,6.681004901960784,5.632352941176471,1.18618363794604,0.6428571428571429,0.42413549752999297,0.697478991596313,0.7871485943764563,0.8030303030298164,0.7436823104689305,1.5156881388162586
5476.5,815,4532.0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,241,6.719631901840491,5.560736196319018,1.2084068843777582,0.6428571428571429,0.42484121383203954,0.7100840336131139,0.7751004016053881,0.7757575757571056,0.7292418772559416,1.513170384432843
5225.3,814,4597.0,1,1,1,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,0,1,240,6.419287469287469,5.6474201474201475,1.1366760931041984,0.6428571428571429,0.4255469301340861,0.70168067226858,0.7911646586334791,0.7999999999995152,0.7328519855591888,1.5106609808102345
5441.5,811,4478.0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,238,6.709617755856967,5.52157829839704,1.2151630192050022,0.6428571428571429,0.42766407904022585,0.6890756302517791,0.7670682730913426,0.7727272727268044,0.7400722021656833,1.5031824611032532
5412.7,809,4567.0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,237,6.690605686032138,5.645241038318912,1.1851762645062405,0.6428571428571429,0.429075511644319,0.70168067226858,0.7751004016053881,0.766666666666202,0.7545126353786723,1.4982377819548873
5409.7,809,4593.0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,1,236,6.686897404202719,5.677379480840544,1.177814064881341,0.6428571428571429,0.429075511644319,0.6890756302517791,0.7710843373483653,0.7787878787874069,0.7581227436819195,1.4982377819548873
5420.5,805,4467.0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,233,6.733540372670808,5.549068322981366,1.2134542198343408,0.6428571428571429,0.4318983768525053,0.6848739495795122,0.7670682730913426,0.7909090909086116,0.7184115523461999,1.4884453781512605
5391.7,803,4556.0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,232,6.714445828144458,5.673723536737235,1.1834284460052678,0.6428571428571429,0.43330980945659847,0.697478991596313,0.7751004016053881,0.7848484848480092,0.7328519855591888,1.4835970218706376
5358.5,801,4418.0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,231,6.689762796504369,5.515605493133583,1.2128791308284292,0.6428571428571429,0.4347212420606916,0.6806722689072453,0.7429718875492062,0.7696969696965033,0.7184115523461999,1.4787801484230056
5150.9,799,4773.0,1,1,1,0,1,0,1,0,0,0,1,0,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,0,1,229,6.44668335419274,5.973717146433041,1.0791745233605698,0.6428571428571429,0.4361326746647848,0.7142857142853808,0.8152610441756155,0.8090909090904187,0.7761732851981556,1.473994452149792
5356.7,799,4502.0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,230,6.704255319148936,5.6345431789737175,1.1898489560195469,0.6428571428571429,0.4361326746647848,0.6764705882349783,0.7670682730913426,0.781818181817708,0.7436823104689305,1.473994452149792
5463.7,819,4656.0,1,1,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,245,6.671184371184371,5.684981684981685,1.1734750859106529,0.6190476190476191,0.42201834862385323,0.7100840336131139,0.7991967871475245,0.7757575757571056,0.7545126353786723,1.4668737060041408
5132.9,793,4736.0,1,1,1,0,1,0,1,0,0,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,0,1,227,6.472761664564943,5.972257250945775,1.0838048986486486,0.6428571428571429,0.44036697247706424,0.7226890756299147,0.8192771084326382,0.8151515151510211,0.750902527075425,1.4598214285714286
5428.7,815,4602.0,1,1,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,242,6.660981595092024,5.646625766871166,1.1796392872664059,0.6190476190476191,0.42484121383203954,0.6890756302517791,0.7911646586334791,0.7727272727268044,0.765342960288414,1.457127036861256
5097.9,789,4682.0,1,1,1,0,1,0,1,0,0,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,1,223,6.461216730038022,5.934093789607098,1.0888295600170865,0.6428571428571429,0.44318983768525055,0.70168067226858,0.8112449799185927,0.81212121212072,0.7617328519851667,1.4505232029117379
5184.3,807,4566.0,1,1,1,0,1,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,234,6.424163568773235,5.657992565055762,1.135413929040736,0.6190476190476191,0.43048694424841216,0.70168067226858,0.7991967871475245,0.7757575757571056,0.7292418772559416,1.4380171740827479
5037.9,776,4642.0,1,1,1,0,1,0,1,0,0,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,1,214,6.492139175257732,5.981958762886598,1.0852865144334338,0.6428571428571429,0.45236414961185606,0.70168067226858,0.7991967871475245,0.7939393939389128,0.750902527075425,1.4211054156451972
5343.7,796,4522.0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,228,6.713190954773869,5.680904522613066,1.1817116320212295,0.6190476190476191,0.4382498235709245,0.6848739495795122,0.7670682730913426,0.7545454545449972,0.750902527075425,1.4125450502262096
5012.9,770,4602.0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,0,1,209,6.51025974025974,5.976623376623377,1.0892872664059103,0.6428571428571429,0.4565984474241355,0.697478991596313,0.7871485943764563,0.7939393939389128,0.7472924187721778,1.4079266946345772
5354.5,792,4396.0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,226,6.7607323232323235,5.55050505050505,1.218039126478617,0.6190476190476191,0.4410726887791108,0.6806722689072453,0.7630522088343199,0.766666666666202,0.7111913357397054,1.4035047619047618
5325.7,790,4485.0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,225,6.741392405063291,5.677215189873418,1.1874470457079151,0.6190476190476191,0.442484121383204,0.6932773109240461,0.7710843373483653,0.7606060606055997,0.7256317689526943,1.3990278727120833
5322.7,790,4511.0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,224,6.73759493670886,5.710126582278481,1.179937929505653,0.6190476190476191,0.442484121383204,0.6806722689072453,0.7670682730913426,0.7727272727268044,0.7292418772559416,1.3990278727120833
5292.5,788,4347.0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,222,6.716370558375634,5.516497461928934,1.2175063262019783,0.6190476190476191,0.44389555398729713,0.6764705882349783,0.7389558232921835,0.7454545454540936,0.7111913357397054,1.3945794534029827
5287.7,786,4457.0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,219,6.72735368956743,5.6704834605597965,1.1863809737491586,0.6190476190476191,0.4453069865913903,0.6596638655459105,0.7590361445772972,0.7696969696965033,0.7400722021656833,1.3901592332654138
5290.7,786,4431.0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,220,6.731170483460559,5.637404580152672,1.1940194087113518,0.6190476190476191,0.4453069865913903,0.6722689075627114,0.7630522088343199,0.7575757575752985,0.7364620938624361,1.3901592332654138
5271.5,782,4336.0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,218,6.741048593350383,5.544757033248082,1.2157518450184501,0.6190476190476191,0.4481298517995766,0.6722689075627114,0.7389558232921835,0.7636363636359008,0.689530685920222,1.3814023247094114
5269.7,780,4420.0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,217,6.756025641025641,5.666666666666667,1.192239819004525,0.6190476190476191,0.44954128440366975,0.6680672268904444,0.7630522088343199,0.7757575757571056,0.7148014440429526,1.3770651117589894
5063.9,780,4691.0,1,1,1,0,1,0,1,0,0,0,1,0,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,0,1,216,6.492179487179487,6.014102564102564,1.0794926454913665,0.6190476190476191,0.44954128440366975,0.7058823529408469,0.8112449799185927,0.8030303030298164,0.7472924187721778,1.3770651117589894
5037.7,774,4555.0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,0,1,213,6.5086563307493535,5.885012919896641,1.1059714599341384,0.6190476190476191,0.4537755822159492,0.70168067226858,0.7911646586334791,0.7999999999995152,0.7075812274364582,1.3642153595497297
